t test,t-test,Student's t test,Student's test,Student test,Student t test,Student's t-test,Student t-test
ANOVA, Analysis of variance,Anova test, Analysis of variance test
Linear regression, Multiple regression,Ordinary least Squares,Trendline analysis,Linear model ,OLS,Trendline regression,Linear least Squares,linear prediction,linear forecasting, simple linear regression,linear regression analysis,multiple linear regression,simple linear regression analysis,linear regression analysis,simple regression analysis,linear model,simle linear model,simple linear regression,linear trend analysis,general linear model
chi square,chi-square,X2,X^2,chi^2,chi2,Pearson,Pearson's test,Χ square,χ square, Χ-square, χ-square, χ2
Logistic regression,Logit
